review_file,predicted_sentiment
11353_10.txt,positive
11353_4.txt,negative
11354_10.txt,positive
11354_2.txt,negative
11355_10.txt,positive
11355_2.txt,negative
11356_10.txt,positive
11356_3.txt,negative
11357_1.txt,negative
11357_7.txt,positive
11358_4.txt,negative
11358_9.txt,positive
11359_2.txt,negative
11359_8.txt,positive
1135_1.txt,negative
1135_8.txt,positive
11360_10.txt,positive
11360_4.txt,negative
11361_10.txt,positive
11361_3.txt,negative
11362_10.txt,positive
11362_2.txt,negative
11363_1.txt,negative
11363_10.txt,positive
11364_10.txt,positive
11364_3.txt,positive
11365_1.txt,negative
11365_10.txt,positive
11366_10.txt,positive
11366_3.txt,negative
11367_10.txt,positive
11367_4.txt,negative
11368_1.txt,negative
11368_10.txt,positive
11369_1.txt,negative
11369_10.txt,positive
1136_1.txt,negative
1136_8.txt,positive
11370_1.txt,negative
11370_10.txt,positive
11371_10.txt,positive
11371_3.txt,negative
11372_3.txt,negative
11372_9.txt,positive
11373_10.txt,negative
11373_3.txt,negative
11374_10.txt,positive
11374_4.txt,negative
11375_1.txt,negative
11375_10.txt,positive
11376_1.txt,negative
11376_10.txt,positive
11377_10.txt,positive
11377_4.txt,negative
11378_2.txt,negative
11378_7.txt,positive
11379_10.txt,positive
11379_2.txt,negative
1137_1.txt,negative
1137_10.txt,positive
11380_10.txt,positive
11380_2.txt,positive
11381_10.txt,positive
11381_3.txt,negative
11382_10.txt,positive
11382_3.txt,negative
11383_10.txt,positive
11383_3.txt,negative
11384_3.txt,positive
11384_7.txt,positive
11385_10.txt,positive
11385_4.txt,negative
11386_10.txt,positive
11386_3.txt,negative
11387_1.txt,negative
11387_10.txt,positive
11388_1.txt,negative
11388_10.txt,positive
11389_10.txt,positive
11389_3.txt,negative
1138_1.txt,negative
1138_8.txt,positive
11390_10.txt,positive
11390_3.txt,negative
11391_1.txt,positive
11391_10.txt,positive
11392_10.txt,positive
11392_3.txt,negative
11393_10.txt,positive
11393_3.txt,negative
11394_10.txt,positive
11394_4.txt,positive
11395_10.txt,positive
11395_4.txt,positive
11396_10.txt,positive
11396_2.txt,positive
11397_10.txt,positive
11397_3.txt,negative
11398_1.txt,negative
11398_9.txt,positive
11399_1.txt,negative
11399_10.txt,positive
1139_1.txt,negative
1139_10.txt,positive
113_3.txt,negative
113_8.txt,negative
11400_3.txt,negative
11400_8.txt,negative
11401_10.txt,positive
11401_3.txt,negative
11402_1.txt,negative
11402_9.txt,positive
11403_1.txt,negative
11403_9.txt,negative
11404_4.txt,negative
11404_8.txt,negative
11405_3.txt,positive
11405_8.txt,positive
11406_1.txt,negative
11406_8.txt,negative
11407_4.txt,negative
11407_7.txt,positive
11408_4.txt,negative
11408_7.txt,negative
11409_1.txt,negative
11409_9.txt,negative
1140_1.txt,negative
1140_9.txt,positive
11410_1.txt,negative
11410_7.txt,negative
11411_2.txt,negative
11411_8.txt,positive
11412_2.txt,negative
11412_7.txt,positive
11413_1.txt,negative
11413_10.txt,positive
11414_4.txt,negative
11414_7.txt,positive
11415_4.txt,positive
11415_7.txt,positive
11416_2.txt,negative
11416_7.txt,positive
11417_3.txt,negative
11417_7.txt,negative
11418_3.txt,negative
11418_7.txt,positive
11419_4.txt,negative
11419_8.txt,positive
1141_1.txt,negative
1141_10.txt,positive
11420_4.txt,negative
11420_7.txt,negative
11421_10.txt,positive
11421_3.txt,negative
11422_1.txt,negative
11422_7.txt,positive
11423_4.txt,negative
11423_8.txt,negative
11424_4.txt,positive
11424_8.txt,positive
11425_10.txt,positive
11425_2.txt,negative
11426_3.txt,positive
11426_7.txt,positive
11427_1.txt,negative
11427_7.txt,positive
11428_1.txt,negative
11428_7.txt,negative
11429_1.txt,negative
11429_7.txt,positive
1142_1.txt,negative
1142_7.txt,positive
11430_4.txt,positive
11430_7.txt,positive
11431_1.txt,negative
11431_7.txt,positive
11432_2.txt,negative
11432_7.txt,positive
11433_3.txt,negative
11433_7.txt,positive
11434_1.txt,negative
11434_9.txt,positive
11435_3.txt,positive
11435_9.txt,positive
11436_1.txt,negative
11436_9.txt,positive
11437_1.txt,negative
11437_9.txt,positive
11438_4.txt,negative
11438_9.txt,positive
11439_4.txt,negative
11439_8.txt,positive
1143_1.txt,negative
1143_8.txt,positive
11440_1.txt,negative
11440_8.txt,positive
11441_10.txt,positive
11441_3.txt,negative
11442_1.txt,negative
11442_10.txt,positive
11443_3.txt,negative
11443_8.txt,positive
11444_3.txt,negative
11444_8.txt,negative
11445_4.txt,negative
11445_8.txt,positive
11446_3.txt,negative
11446_7.txt,positive
11447_1.txt,negative
11447_8.txt,positive
11448_2.txt,negative
11448_8.txt,positive
11449_2.txt,negative
11449_8.txt,negative
1144_1.txt,negative
1144_10.txt,positive
11450_10.txt,positive
11450_3.txt,negative
11451_1.txt,negative
11451_7.txt,positive
11452_2.txt,negative
11452_7.txt,positive
11453_1.txt,negative
11453_7.txt,negative
11454_3.txt,negative
11454_7.txt,negative
11455_10.txt,positive
11455_3.txt,negative
11456_10.txt,positive
11456_4.txt,negative
11457_10.txt,positive
11457_4.txt,positive
11458_10.txt,positive
11458_4.txt,negative
11459_10.txt,positive
11459_4.txt,negative
1145_2.txt,negative
1145_9.txt,positive
11460_10.txt,positive
11460_4.txt,negative
11461_4.txt,negative
11461_9.txt,positive
11462_10.txt,positive
11462_2.txt,negative
11463_1.txt,negative
11463_9.txt,positive
11464_3.txt,negative
11464_8.txt,positive
11465_10.txt,positive
11465_2.txt,negative
11466_4.txt,negative
11466_8.txt,positive
11467_4.txt,negative
11467_7.txt,positive
11468_2.txt,negative
11468_8.txt,negative
11469_3.txt,negative
11469_8.txt,positive
1146_10.txt,positive
1146_4.txt,negative
11470_10.txt,positive
11470_3.txt,negative
11471_1.txt,negative
11471_7.txt,positive
11472_1.txt,negative
11472_7.txt,positive
11473_1.txt,positive
11473_10.txt,positive
11474_10.txt,positive
11474_2.txt,negative
11475_2.txt,negative
11475_7.txt,positive
11476_1.txt,negative
11476_10.txt,positive
11477_1.txt,negative
11477_10.txt,positive
11478_10.txt,positive
11478_3.txt,positive
11479_4.txt,positive
11479_8.txt,negative
1147_1.txt,negative
1147_10.txt,positive
11480_10.txt,positive
11480_2.txt,negative
11481_10.txt,negative
11481_4.txt,negative
11482_4.txt,negative
11482_7.txt,positive
11483_1.txt,negative
11483_10.txt,positive
11484_10.txt,positive
11484_2.txt,negative
11485_3.txt,positive
11485_9.txt,positive
11486_3.txt,negative
11486_8.txt,positive
11487_1.txt,negative
11487_8.txt,positive
11488_1.txt,negative
11488_7.txt,positive
11489_10.txt,positive
11489_3.txt,negative
1148_4.txt,positive
1148_8.txt,positive
11490_1.txt,negative
11490_10.txt,positive
11491_10.txt,positive
11491_4.txt,positive
11492_1.txt,negative
11492_10.txt,negative
11493_2.txt,negative
11493_7.txt,positive
11494_4.txt,negative
11494_8.txt,positive
11495_2.txt,positive
11495_8.txt,positive
11496_3.txt,negative
11496_8.txt,positive
11497_1.txt,negative
11497_7.txt,positive
11498_1.txt,negative
11498_9.txt,positive
11499_3.txt,positive
11499_8.txt,positive
1149_3.txt,negative
1149_8.txt,positive
114_10.txt,positive
114_2.txt,negative
11500_4.txt,negative
11500_8.txt,positive
11501_3.txt,negative
11501_8.txt,positive
11502_10.txt,positive
11502_3.txt,positive
11503_1.txt,negative
11503_8.txt,negative
11504_1.txt,positive
11504_10.txt,positive
11505_1.txt,negative
11505_10.txt,positive
11506_10.txt,positive
11506_2.txt,positive
11507_1.txt,negative
11507_10.txt,positive
11508_1.txt,negative
11508_9.txt,positive
11509_1.txt,negative
11509_10.txt,positive
1150_2.txt,negative
1150_9.txt,positive
11510_2.txt,negative
11510_9.txt,positive
11511_1.txt,negative
11511_10.txt,positive
11512_1.txt,positive
11512_8.txt,positive
11513_1.txt,negative
11513_10.txt,positive
11514_1.txt,negative
11514_8.txt,positive
11515_1.txt,negative
11515_7.txt,positive
11516_3.txt,negative
11516_7.txt,positive
11517_4.txt,negative
11517_8.txt,negative
11518_1.txt,negative
11518_10.txt,positive
11519_3.txt,negative
11519_7.txt,positive
1151_1.txt,negative
1151_9.txt,positive
11520_1.txt,negative
11520_7.txt,positive
11521_1.txt,negative
11521_10.txt,positive
11522_1.txt,negative
11522_8.txt,positive
11523_3.txt,negative
11523_7.txt,negative
11524_10.txt,positive
11524_2.txt,negative
11525_1.txt,negative
11525_7.txt,positive
11526_3.txt,negative
11526_8.txt,negative
11527_1.txt,negative
11527_10.txt,positive
11528_2.txt,negative
11528_9.txt,positive
11529_2.txt,negative
11529_8.txt,positive
1152_3.txt,negative
1152_8.txt,positive
11530_3.txt,negative
11530_8.txt,positive
11531_1.txt,negative
11531_8.txt,positive
11532_4.txt,negative
11532_8.txt,positive
11533_4.txt,negative
11533_9.txt,positive
11534_3.txt,negative
11534_7.txt,negative
11535_1.txt,negative
11535_10.txt,positive
11536_1.txt,negative
11536_7.txt,positive
11537_3.txt,negative
11537_7.txt,negative
11538_1.txt,negative
11538_8.txt,positive
11539_10.txt,positive
11539_3.txt,negative
1153_4.txt,positive
1153_8.txt,positive
11540_1.txt,negative
11540_10.txt,negative
11541_4.txt,negative
11541_9.txt,positive
11542_10.txt,positive
11542_3.txt,negative
11543_10.txt,positive
11543_3.txt,negative
11544_1.txt,negative
11544_10.txt,positive
11545_10.txt,positive
11545_3.txt,positive
11546_1.txt,negative
11546_10.txt,positive
11547_3.txt,negative
11547_9.txt,positive
11548_10.txt,positive
11548_3.txt,negative
11549_10.txt,positive
11549_3.txt,negative
1154_10.txt,negative
1154_4.txt,negative
11550_10.txt,positive
11550_4.txt,negative
11551_1.txt,negative
11551_7.txt,positive
11552_10.txt,positive
11552_4.txt,negative
11553_1.txt,negative
11553_7.txt,positive
11554_10.txt,positive
11554_2.txt,negative
11555_3.txt,negative
11555_7.txt,negative
11556_1.txt,negative
11556_9.txt,negative
11557_1.txt,negative
11557_7.txt,positive
11558_3.txt,positive
11558_9.txt,positive
11559_1.txt,negative
11559_9.txt,positive
1155_2.txt,negative
1155_7.txt,positive
11560_1.txt,negative
11560_8.txt,positive
11561_1.txt,negative
11561_8.txt,positive
11562_1.txt,negative
11562_8.txt,positive
11563_1.txt,negative
11563_8.txt,positive
11564_1.txt,negative
11564_7.txt,positive
11565_4.txt,negative
11565_7.txt,negative
11566_1.txt,negative
11566_8.txt,positive
11567_1.txt,negative
11567_9.txt,positive
11568_10.txt,negative
11568_2.txt,negative
11569_1.txt,negative
11569_7.txt,positive
1156_2.txt,negative
1156_9.txt,positive
11570_1.txt,negative
11570_10.txt,positive
11571_4.txt,positive
11571_9.txt,positive
11572_2.txt,negative
11572_8.txt,positive
11573_1.txt,negative
11573_10.txt,positive
11574_10.txt,positive
11574_2.txt,negative
11575_10.txt,positive
11575_3.txt,negative
11576_1.txt,negative
11576_10.txt,positive
11577_10.txt,negative
11577_4.txt,negative
11578_1.txt,negative
11578_10.txt,positive
11579_1.txt,negative
11579_10.txt,positive
1157_1.txt,negative
1157_9.txt,negative
11580_3.txt,negative
11580_7.txt,positive
11581_1.txt,negative
11581_7.txt,positive
11582_1.txt,negative
11582_7.txt,positive
11583_10.txt,positive
11583_4.txt,negative
11584_10.txt,positive
11584_2.txt,negative
11585_3.txt,negative
11585_7.txt,positive
11586_1.txt,negative
11586_9.txt,positive
11587_2.txt,negative
11587_8.txt,positive
11588_3.txt,negative
11588_7.txt,positive
11589_1.txt,negative
11589_9.txt,positive
1158_3.txt,positive
1158_7.txt,positive
11590_1.txt,negative
11590_10.txt,positive
11591_1.txt,negative
11591_10.txt,positive
11592_10.txt,positive
11592_2.txt,negative
11593_10.txt,positive
11593_3.txt,negative
11594_4.txt,negative
11594_9.txt,positive
11595_1.txt,negative
11595_9.txt,positive
11596_1.txt,negative
11596_10.txt,positive
11597_1.txt,negative
11597_9.txt,positive
11598_10.txt,negative
11598_4.txt,negative
11599_1.txt,positive
11599_7.txt,negative
1159_1.txt,negative
1159_8.txt,positive
115_3.txt,negative
115_9.txt,positive
11600_10.txt,positive
11600_2.txt,negative
11601_2.txt,negative
11601_9.txt,positive
11602_4.txt,positive
11602_8.txt,positive
11603_10.txt,positive
11603_3.txt,negative
11604_3.txt,positive
11604_8.txt,positive
11605_1.txt,negative
11605_7.txt,negative
11606_4.txt,positive
11606_8.txt,positive
11607_4.txt,positive
11607_7.txt,positive
11608_1.txt,negative
11608_9.txt,positive
11609_1.txt,negative
11609_10.txt,positive
1160_1.txt,negative
1160_10.txt,positive
11610_1.txt,negative
11610_10.txt,positive
11611_1.txt,negative
11611_7.txt,positive
11612_1.txt,negative
11612_10.txt,positive
11613_3.txt,negative
11613_7.txt,positive
11614_4.txt,negative
11614_9.txt,positive
11615_1.txt,negative
11615_8.txt,positive
11616_1.txt,negative
11616_7.txt,positive
11617_1.txt,negative
11617_8.txt,positive
11618_10.txt,negative
11618_3.txt,negative
11619_1.txt,negative
11619_9.txt,positive
1161_1.txt,negative
1161_10.txt,positive
11620_4.txt,negative
11620_8.txt,positive
11621_3.txt,positive
11621_8.txt,positive
11622_10.txt,positive
11622_3.txt,negative
11623_10.txt,positive
11623_2.txt,negative
11624_10.txt,positive
11624_4.txt,negative
11625_10.txt,positive
11625_4.txt,negative
11626_4.txt,negative
11626_9.txt,positive
11627_4.txt,negative
11627_8.txt,positive
11628_10.txt,positive
11628_3.txt,negative
11629_10.txt,positive
11629_4.txt,negative
1162_1.txt,negative
1162_10.txt,positive
11630_4.txt,negative
11630_7.txt,negative
11631_4.txt,negative
11631_7.txt,positive
11632_10.txt,negative
11632_4.txt,negative
11633_2.txt,negative
11633_8.txt,positive
11634_10.txt,negative
11634_3.txt,negative
11635_4.txt,positive
11635_7.txt,negative
11636_3.txt,positive
11636_9.txt,negative
11637_4.txt,positive
11637_8.txt,positive
11638_10.txt,positive
11638_4.txt,positive
11639_4.txt,negative
11639_7.txt,positive
1163_1.txt,positive
1163_10.txt,positive
11640_10.txt,positive
11640_3.txt,negative
11641_2.txt,negative
11641_9.txt,positive
11642_1.txt,negative
11642_8.txt,positive
11643_3.txt,negative
11643_7.txt,negative
11644_10.txt,positive
11644_3.txt,positive
11645_1.txt,negative
11645_7.txt,positive
11646_1.txt,negative
11646_8.txt,positive
11647_10.txt,positive
11647_2.txt,negative
11648_10.txt,positive
11648_4.txt,negative
11649_2.txt,negative
11649_9.txt,positive
1164_1.txt,negative
1164_9.txt,positive
11650_1.txt,negative
11650_8.txt,positive
11651_2.txt,negative
11651_9.txt,positive
11652_1.txt,negative
11652_9.txt,positive
11653_3.txt,positive
11653_8.txt,positive
11654_4.txt,negative
11654_9.txt,positive
11655_10.txt,positive
11655_2.txt,positive
11656_4.txt,positive
11656_8.txt,positive
11657_10.txt,positive
11657_4.txt,negative
11658_4.txt,negative
11658_8.txt,positive
11659_10.txt,positive
11659_2.txt,positive
1165_2.txt,negative
1165_7.txt,positive
11660_10.txt,positive
11660_4.txt,negative
11661_10.txt,positive
11661_2.txt,negative
11662_10.txt,positive
11662_2.txt,negative
11663_10.txt,positive
11663_3.txt,negative
11664_4.txt,negative
11664_9.txt,positive
11665_4.txt,negative
11665_9.txt,positive
11666_10.txt,positive
11666_3.txt,negative
11667_2.txt,negative
11667_8.txt,positive
11668_2.txt,negative
11668_9.txt,positive
11669_10.txt,positive
11669_3.txt,negative
1166_1.txt,negative
1166_10.txt,negative
11670_3.txt,negative
11670_7.txt,positive
11671_1.txt,negative
11671_10.txt,positive
11672_1.txt,negative
11672_8.txt,positive
11673_1.txt,negative
11673_10.txt,positive
11674_10.txt,positive
11674_3.txt,negative
11675_10.txt,positive
11675_4.txt,negative
11676_1.txt,negative
11676_10.txt,positive
11677_10.txt,positive
11677_2.txt,negative
11678_10.txt,positive
11678_2.txt,negative
11679_1.txt,negative
11679_10.txt,positive
1167_10.txt,positive
1167_4.txt,negative
11680_1.txt,negative
11680_9.txt,positive
11681_1.txt,negative
11681_10.txt,positive
11682_2.txt,negative
11682_8.txt,positive
11683_1.txt,negative
11683_9.txt,positive
11684_10.txt,positive
11684_2.txt,negative
11685_10.txt,positive
11685_4.txt,negative
11686_10.txt,positive
11686_2.txt,negative
11687_1.txt,negative
11687_10.txt,positive
11688_3.txt,negative
11688_7.txt,positive
11689_4.txt,negative
11689_7.txt,positive
1168_1.txt,negative
1168_10.txt,positive
11690_1.txt,negative
11690_10.txt,positive
11691_2.txt,negative
11691_7.txt,positive
11692_1.txt,negative
11692_9.txt,positive
11693_10.txt,positive
11693_3.txt,negative
11694_4.txt,negative
11694_8.txt,positive
11695_4.txt,negative
11695_8.txt,positive
11696_10.txt,positive
11696_2.txt,negative
11697_4.txt,negative
11697_7.txt,positive
11698_10.txt,positive
11698_2.txt,negative
11699_2.txt,negative
11699_8.txt,negative
1169_1.txt,negative
1169_10.txt,positive
116_10.txt,positive
116_4.txt,positive
11700_4.txt,positive
11700_9.txt,positive
11701_4.txt,negative
11701_8.txt,negative
11702_4.txt,positive
11702_8.txt,negative
11703_4.txt,negative
11703_7.txt,positive
11704_10.txt,positive
11704_2.txt,negative
11705_3.txt,negative
11705_8.txt,negative
11706_2.txt,negative
11706_8.txt,positive
11707_10.txt,positive
11707_2.txt,negative
11708_2.txt,negative
11708_7.txt,positive
11709_1.txt,negative
11709_9.txt,positive
1170_1.txt,negative
1170_10.txt,positive
11710_1.txt,positive
11710_7.txt,positive
11711_4.txt,negative
11711_9.txt,positive
11712_2.txt,negative
11712_7.txt,negative
11713_1.txt,negative
11713_9.txt,positive
11714_1.txt,negative
11714_7.txt,positive
11715_3.txt,positive
11715_7.txt,positive
11716_10.txt,positive
11716_2.txt,positive
11717_1.txt,negative
11717_10.txt,positive
11718_1.txt,negative
11718_7.txt,positive
11719_1.txt,negative
11719_9.txt,positive
1171_1.txt,positive
1171_8.txt,positive
11720_1.txt,negative
11720_7.txt,positive
11721_2.txt,negative
11721_9.txt,positive
11722_4.txt,negative
11722_9.txt,positive
11723_10.txt,positive
11723_4.txt,negative
11724_4.txt,positive
11724_7.txt,positive
11725_10.txt,positive
11725_4.txt,negative
11726_10.txt,positive
11726_3.txt,negative
11727_1.txt,negative
11727_8.txt,positive
11728_2.txt,positive
11728_7.txt,positive
11729_10.txt,positive
11729_4.txt,negative
1172_1.txt,negative
1172_7.txt,positive
11730_3.txt,negative
11730_8.txt,positive
11731_3.txt,negative
11731_7.txt,positive
11732_2.txt,negative
11732_7.txt,positive
11733_10.txt,positive
11733_3.txt,negative
11734_10.txt,positive
11734_3.txt,positive
11735_2.txt,negative
11735_8.txt,positive
11736_3.txt,negative
11736_9.txt,positive
11737_10.txt,positive
11737_4.txt,positive
11738_2.txt,negative
11738_9.txt,positive
11739_2.txt,positive
11739_8.txt,positive
1173_1.txt,negative
1173_7.txt,positive
11740_2.txt,negative
11740_7.txt,positive
11741_10.txt,positive
11741_3.txt,negative
11742_1.txt,negative
11742_9.txt,positive
11743_1.txt,negative
11743_9.txt,positive
11744_1.txt,negative
11744_7.txt,positive
11745_2.txt,negative
11745_9.txt,positive
11746_1.txt,negative
11746_8.txt,positive
11747_10.txt,positive
11747_3.txt,negative
11748_1.txt,negative
11748_8.txt,positive
11749_1.txt,negative
11749_7.txt,positive
1174_1.txt,negative
1174_7.txt,positive
11750_10.txt,positive
11750_4.txt,negative
11751_3.txt,negative
11751_9.txt,positive
11752_10.txt,positive
11752_2.txt,negative
11753_1.txt,negative
11753_8.txt,positive
11754_1.txt,negative
11754_10.txt,positive
11755_1.txt,negative
11755_7.txt,positive
11756_2.txt,negative
11756_9.txt,positive
11757_1.txt,negative
11757_9.txt,positive
11758_1.txt,negative
11758_7.txt,positive
11759_10.txt,positive
11759_4.txt,negative
1175_2.txt,negative
1175_8.txt,positive
11760_1.txt,positive
11760_7.txt,positive
11761_2.txt,negative
11761_7.txt,positive
11762_1.txt,negative
11762_8.txt,positive
11763_1.txt,positive
11763_8.txt,positive
11764_1.txt,negative
11764_7.txt,negative
11765_1.txt,negative
11765_8.txt,positive
11766_2.txt,negative
11766_7.txt,positive
11767_2.txt,positive
11767_8.txt,positive
11768_4.txt,negative
11768_8.txt,positive
11769_1.txt,negative
11769_10.txt,positive
1176_4.txt,negative
1176_9.txt,positive
11770_10.txt,positive
11770_4.txt,negative
11771_1.txt,negative
11771_7.txt,negative
11772_2.txt,positive
11772_7.txt,positive
11773_10.txt,negative
11773_2.txt,negative
11774_10.txt,positive
11774_3.txt,negative
11775_1.txt,negative
11775_10.txt,positive
11776_10.txt,negative
11776_4.txt,negative
11777_1.txt,negative
11777_9.txt,positive
11778_1.txt,negative
11778_10.txt,positive
11779_10.txt,negative
11779_4.txt,positive
1177_3.txt,negative
1177_8.txt,positive
11780_1.txt,negative
11780_8.txt,negative
11781_10.txt,positive
11781_2.txt,negative
11782_1.txt,negative
11782_8.txt,negative
11783_10.txt,positive
11783_4.txt,positive
11784_10.txt,positive
11784_4.txt,positive
11785_10.txt,negative
11785_4.txt,positive
11786_10.txt,positive
11786_2.txt,negative
11787_10.txt,positive
11787_4.txt,negative
11788_10.txt,positive
11788_4.txt,negative
11789_3.txt,negative
11789_9.txt,positive
1178_10.txt,positive
1178_4.txt,negative
11790_10.txt,positive
11790_3.txt,negative
11791_10.txt,positive
11791_2.txt,positive
11792_1.txt,negative
11792_10.txt,positive
11793_4.txt,negative
11793_7.txt,negative
11794_1.txt,negative
11794_8.txt,positive
11795_2.txt,negative
11795_8.txt,positive
11796_10.txt,positive
11796_2.txt,negative
11797_3.txt,negative
11797_9.txt,positive
11798_10.txt,positive
11798_2.txt,negative
11799_10.txt,positive
11799_4.txt,negative
1179_3.txt,negative
1179_7.txt,positive
117_1.txt,negative
117_10.txt,positive
11800_1.txt,negative
11800_10.txt,positive
11801_1.txt,negative
11801_10.txt,positive
11802_1.txt,negative
11802_10.txt,positive
11803_2.txt,negative
11803_8.txt,positive
11804_1.txt,negative
11804_10.txt,positive
11805_1.txt,negative
11805_7.txt,positive
11806_1.txt,negative
11806_10.txt,positive
11807_3.txt,negative
11807_8.txt,negative
11808_1.txt,negative
11808_8.txt,positive
11809_1.txt,negative
11809_10.txt,positive
1180_1.txt,negative
1180_7.txt,positive
11810_10.txt,positive
11810_4.txt,positive
11811_10.txt,positive
11811_2.txt,negative
11812_4.txt,positive
11812_8.txt,positive
11813_1.txt,negative
11813_10.txt,positive
11814_10.txt,positive
11814_4.txt,negative
11815_10.txt,positive
11815_4.txt,negative
11816_3.txt,negative
11816_9.txt,positive
11817_10.txt,positive
11817_2.txt,negative
11818_4.txt,negative
11818_8.txt,positive
11819_10.txt,positive
11819_2.txt,negative
1181_1.txt,negative
1181_10.txt,positive
11820_10.txt,positive
11820_2.txt,negative
11821_10.txt,positive
11821_2.txt,negative
11822_1.txt,negative
11822_10.txt,positive
11823_1.txt,negative
11823_8.txt,positive
11824_1.txt,negative
11824_10.txt,positive
11825_1.txt,negative
11825_10.txt,positive
11826_1.txt,negative
11826_10.txt,positive
11827_10.txt,positive
11827_4.txt,negative
11828_1.txt,negative
11828_7.txt,negative
11829_3.txt,negative
11829_8.txt,positive
1182_2.txt,negative
1182_7.txt,positive
11830_10.txt,negative
11830_2.txt,negative
11831_4.txt,negative
11831_8.txt,positive
11832_10.txt,positive
11832_4.txt,negative
11833_10.txt,positive
11833_4.txt,positive
11834_4.txt,negative
11834_8.txt,positive
11835_1.txt,negative
11835_10.txt,positive
11836_3.txt,negative
11836_7.txt,negative
11837_1.txt,negative
11837_9.txt,positive
11838_1.txt,negative
11838_10.txt,positive
11839_1.txt,negative
11839_10.txt,positive
1183_10.txt,positive
1183_2.txt,negative
11840_10.txt,negative
11840_2.txt,negative
11841_1.txt,negative
11841_9.txt,positive
11842_10.txt,positive
11842_2.txt,negative
11843_3.txt,negative
11843_9.txt,positive
11844_1.txt,negative
11844_9.txt,positive
11845_2.txt,negative
11845_7.txt,positive
11846_1.txt,positive
11846_9.txt,positive
11847_1.txt,negative
11847_8.txt,positive
11848_10.txt,positive
11848_2.txt,negative
11849_1.txt,negative
11849_9.txt,positive
1184_10.txt,positive
1184_3.txt,negative
11850_1.txt,negative
11850_7.txt,negative
11851_1.txt,negative
11851_8.txt,positive
11852_2.txt,negative
11852_7.txt,positive
11853_1.txt,negative
11853_9.txt,positive
11854_2.txt,negative
11854_7.txt,positive
11855_1.txt,negative
11855_10.txt,positive
11856_1.txt,negative
11856_7.txt,positive
11857_1.txt,negative
11857_10.txt,positive
11858_1.txt,negative
11858_7.txt,negative
11859_4.txt,negative
11859_8.txt,positive
1185_1.txt,negative
1185_10.txt,positive
11860_1.txt,negative
11860_10.txt,positive
11861_1.txt,negative
11861_9.txt,positive
11862_1.txt,positive
11862_7.txt,negative
11863_1.txt,negative
11863_8.txt,positive
11864_2.txt,negative
11864_7.txt,positive
11865_1.txt,negative
11865_7.txt,negative
11866_10.txt,positive
11866_3.txt,negative
11867_2.txt,negative
11867_8.txt,positive
11868_1.txt,negative
11868_8.txt,positive
11869_1.txt,negative
11869_10.txt,positive
1186_1.txt,negative
1186_10.txt,positive
11870_3.txt,positive
11870_8.txt,positive
11871_4.txt,negative
11871_8.txt,positive
11872_3.txt,negative
11872_7.txt,positive
11873_1.txt,negative
11873_8.txt,positive
11874_4.txt,negative
11874_8.txt,negative
11875_3.txt,negative
11875_8.txt,positive
11876_10.txt,positive
11876_4.txt,negative
11877_1.txt,negative
11877_10.txt,positive
11878_3.txt,negative
11878_9.txt,positive
11879_10.txt,positive
11879_2.txt,negative
1187_1.txt,negative
1187_7.txt,positive
11880_10.txt,positive
11880_3.txt,negative
11881_10.txt,positive
11881_2.txt,negative
11882_10.txt,negative
11882_2.txt,negative
11883_10.txt,positive
11883_4.txt,negative
11884_10.txt,positive
11884_2.txt,negative
11885_1.txt,negative
11885_9.txt,positive
11886_1.txt,negative
11886_9.txt,positive
11887_2.txt,negative
11887_8.txt,positive
11888_10.txt,positive
11888_3.txt,positive
11889_10.txt,positive
11889_2.txt,positive
1188_10.txt,positive
1188_2.txt,negative
11890_1.txt,positive
11890_10.txt,positive
11891_10.txt,positive
11891_2.txt,negative
11892_1.txt,negative
11892_10.txt,positive
11893_1.txt,negative
11893_10.txt,positive
11894_1.txt,negative
11894_8.txt,positive
11895_10.txt,positive
11895_4.txt,negative
11896_10.txt,negative
11896_4.txt,positive
11897_10.txt,positive
11897_3.txt,positive
11898_1.txt,negative
11898_9.txt,positive
11899_1.txt,negative
11899_10.txt,positive
1189_10.txt,positive
1189_3.txt,negative
118_1.txt,negative
118_10.txt,positive
11900_10.txt,positive
11900_3.txt,negative
11901_10.txt,positive
11901_3.txt,positive
11902_10.txt,positive
11902_3.txt,negative
11903_10.txt,positive
11903_3.txt,negative
11904_1.txt,negative
11904_8.txt,positive
11905_10.txt,positive
11905_2.txt,negative
11906_3.txt,negative
11906_8.txt,positive
11907_4.txt,positive
11907_9.txt,positive
11908_2.txt,negative
11908_9.txt,positive
11909_10.txt,positive
11909_4.txt,negative
1190_1.txt,negative
1190_10.txt,positive
11910_10.txt,positive
11910_2.txt,positive
11911_3.txt,negative
11911_8.txt,negative
11912_4.txt,negative
11912_7.txt,positive
11913_3.txt,positive
11913_7.txt,negative
11914_4.txt,negative
11914_7.txt,negative
11915_4.txt,positive
11915_9.txt,positive
11916_10.txt,positive
11916_3.txt,negative
11917_10.txt,positive
11917_2.txt,negative
11918_10.txt,positive
11918_2.txt,negative
11919_10.txt,positive
11919_4.txt,negative
1191_1.txt,negative
1191_7.txt,positive
11920_4.txt,positive
11920_9.txt,positive
11921_3.txt,negative
11921_7.txt,positive
11922_3.txt,negative
11922_9.txt,positive
11923_2.txt,negative
11923_8.txt,positive
11924_10.txt,positive
11924_4.txt,negative
11925_10.txt,positive
11925_2.txt,negative
